i,j
68829,68830
68829,69124
68830,69125
69116,69411
69118,69119
69118,69413
69119,69120
69119,69414
69120,69121
69120,69415
69121,69122
69121,69416
69122,69123
69122,69417
69123,69124
69123,69418
69124,69125
69124,69419
69125,69420
69410,69411
69411,69412
69411,69706
69412,69413
69412,69707
69413,69414
69413,69708
69414,69415
69415,69416
69415,69710
69416,69417
69416,69711
69417,69418
69417,69712
69418,69419
69418,69713
69419,69420
69419,69714
69420,69715
69706,69707
69707,69708
69707,70002
69708,70003
69710,69711
69711,69712
69712,69713
69713,69714
69713,70008
69714,69715
70002,70003
70002,70297
70008,70303
70296,70297
70296,70591
70302,70303
70302,70597
70303,70304
70303,70598
70304,70599
70307,70602
70590,70591
70595,70596
70595,70890
70596,70597
70596,70891
70597,70598
70597,70892
70598,70599
70598,70893
70599,70600
70600,70601
70601,70602
70602,70897
70876,71171
70889,70890
70889,71184
70890,70891
70890,71185
70891,70892
70891,71186
70892,70893
70892,71187
71170,71171
71170,71465
71171,71466
71182,71183
71182,71477
71183,71184
71183,71478
71184,71185
71184,71479
71185,71186
71185,71480
71186,71187
71186,71481
71187,71482
71465,71466
71465,71760
71466,71761
71468,71469
71468,71763
71469,71470
71469,71764
71470,71471
71470,71765
71471,71766
71476,71477
71476,71771
71477,71478
71477,71772
71478,71479
71478,71773
71479,71480
71479,71774
71480,71481
71480,71775
71481,71482
71481,71776
71482,71483
71483,71778
71760,71761
71760,72055
71761,71762
71761,72056
71762,71763
71762,72057
71763,71764
71763,72058
71764,71765
71765,71766
71765,72060
71766,71767
71766,72061
71767,72062
71770,71771
71770,72065
71771,71772
71771,72066
71772,71773
71772,72067
71773,71774
71773,72068
71774,71775
71774,72069
71775,71776
71775,72070
71776,72071
71778,71779
72055,72056
72056,72057
72057,72058
72060,72061
72061,72062
72061,72356
72062,72357
72065,72066
72065,72360
72066,72067
72066,72361
72067,72068
72067,72362
72068,72069
72068,72363
72069,72070
72069,72364
72070,72071
72070,72365
72356,72357
72357,72652
72359,72360
72359,72654
72360,72361
72360,72655
72361,72362
72361,72656
72362,72363
72362,72657
72363,72364
72363,72658
72364,72365
72364,72659
72365,72660
72652,72947
72654,72655
72655,72656
72655,72950
72656,72657
72656,72951
72657,72658
72657,72952
72658,72659
72658,72953
72659,72660
72659,72954
72660,72955
72947,72948
72947,73242
72948,73243
72950,72951
72950,73245
72951,72952
72951,73246
72952,72953
72952,73247
72953,72954
72953,73248
72954,72955
72954,73249
72955,73250
73242,73243
73242,73537
73243,73538
73245,73246
73246,73247
73246,73541
73247,73248
73247,73542
73248,73249
73248,73543
73249,73250
73249,73544
73537,73538
73537,73832
73538,73833
73541,73542
73541,73836
73542,73543
73542,73837
73543,73544
73543,73838
73544,73839
73831,73832
73831,74126
73832,73833
73832,74127
73833,74128
73836,73837
73837,73838
73837,74132
73838,73839
73838,74133
74124,74125
74124,74419
74125,74126
74125,74420
74126,74127
74126,74421
74127,74128
74127,74422
74128,74423
74132,74133
74132,74427
74133,74428
74418,74419
74418,74713
74419,74420
74420,74421
74421,74422
74421,74716
74422,74423
74422,74717
74426,74427
74426,74721
74427,74428
74428,74723
74712,74713
74712,75007
74713,75008
74716,74717
74716,75011
74717,75012
74719,74720
74720,74721
74720,75015
74723,74724
74724,75019
75006,75007
75006,75301
75007,75008
75007,75302
75008,75009
75008,75303
75009,75304
75011,75012
75011,75306
75019,75020
75020,75315
75022,75317
75300,75301
75300,75595
75301,75302
75301,75596
75302,75303
75302,75597
75303,75304
75303,75598
75304,75305
75304,75599
75305,75306
75315,75316
75315,75610
75316,75317
75316,75611
75585,75586
75586,75881
75594,75595
75594,75889
75595,75596
75596,75597
75597,75598
75598,75599
75602,75603
75602,75897
75603,75898
75610,75611
75610,75905
75861,75862
75861,76156
75887,75888
75888,75889
75895,75896
75895,76190
75896,75897
75896,76191
75897,75898
75897,76192
75898,75899
75905,76200
76190,76191
76190,76485
76191,76192
76191,76486
76192,76487
76199,76200
76199,76494
76200,76495
76478,76479
76484,76485
76484,76779
76485,76486
76485,76780
76486,76487
76486,76781
76494,76495
76494,76789
76771,76772
76775,76776
76775,77070
76776,76777
76776,77071
76777,77072
76779,76780
76779,77074
76780,76781
76780,77075
76781,77076
77042,77043
77042,77337
77043,77044
77043,77338
77044,77045
77044,77339
77054,77055
77064,77065
77065,77360
77068,77069
77068,77363
77069,77070
77069,77364
77070,77071
77070,77365
77071,77072
77071,77366
77072,77073
77072,77367
77073,77074
77073,77368
77074,77075
77074,77369
77075,77076
77075,77370
77076,77371
77335,77336
77336,77337
77336,77631
77337,77338
77338,77339
77351,77646
77354,77355
77354,77649
77355,77356
77355,77650
77356,77357
77356,77651
77357,77358
77357,77652
77358,77653
77360,77655
77362,77363
77362,77657
77363,77364
77363,77658
77364,77365
77364,77659
77365,77366
77365,77660
77366,77367
77367,77368
77367,77662
77368,77369
77368,77663
77369,77370
77369,77664
77370,77371
77370,77665
77646,77647
77647,77648
77647,77942
77648,77649
77648,77943
77649,77650
77649,77944
77650,77651
77650,77945
77651,77652
77651,77946
77652,77653
77652,77947
77653,77948
77655,77950
77657,77658
77657,77952
77658,77659
77659,77660
77659,77954
77660,77955
77662,77663
77662,77957
77663,77664
77663,77958
77664,77665
77664,77959
77939,77940
77942,77943
77943,77944
77943,78238
77944,77945
77944,78239
77945,77946
77945,78240
77946,77947
77946,78241
77947,77948
77947,78242
77948,77949
77948,78243
77949,77950
77949,78244
77950,77951
77950,78245
77951,77952
77951,78246
77952,78247
77954,77955
77957,77958
77957,78252
77958,77959
78238,78239
78239,78240
78239,78534
78240,78241
78240,78535
78241,78242
78241,78536
78242,78243
78242,78537
78243,78244
78243,78538
78244,78245
78244,78539
78245,78246
78245,78540
78246,78247
78246,78541
78247,78542
78251,78252
78252,78547
78534,78535
78535,78536
78535,78830
78536,78537
78536,78831
78537,78538
78537,78832
78538,78539
78538,78833
78539,78540
78539,78834
78540,78541
78540,78835
78541,78542
78541,78836
78542,78543
78542,78837
78543,78838
78821,79116
78830,78831
78831,78832
78832,78833
78832,79127
78833,78834
78833,79128
78834,78835
78834,79129
78835,78836
78835,79130
78836,78837
78836,79131
78837,78838
78837,79132
78838,78839
79116,79117
79116,79411
79117,79118
79117,79412
79118,79413
79127,79128
79128,79129
79129,79130
79130,79131
79131,79132
79405,79700
79407,79702
79411,79412
79412,79413
79412,79707
79413,79414
79413,79708
79700,79701
79700,79995
79701,79702
79701,79996
79702,79997
79707,79708
79707,80002
79708,80003
79710,79711
79710,80005
79711,80006
79995,79996
79996,79997
79996,80291
80002,80003
80002,80297
80003,80004
80003,80298
80004,80005
80004,80299
80005,80006
80005,80300
80006,80007
80006,80301
80007,80302
80293,80588
80295,80296
80296,80297
80296,80591
80297,80298
80297,80592
80298,80299
80299,80300
80299,80594
80300,80301
80300,80595
80301,80302
80301,80596
80302,80303
80302,80597
80303,80598
80587,80588
80588,80589
80591,80592
80591,80886
80594,80595
80595,80596
80596,80597
80596,80891
80597,80598
80597,80892
80598,80599
80598,80893
80599,80894
80891,80892
80892,80893
80893,80894
80894,80895
80895,80896
80896,81191
81177,81178
81178,81473
81182,81183
81182,81477
81191,81192
81192,81193
81193,81194
81193,81488
81194,81489
81473,81768
81476,81477
81476,81771
81477,81772
81479,81480
81479,81774
81480,81481
81481,81776
81488,81489
81494,81789
81767,81768
81771,81772
81772,81773
81772,82067
81773,81774
81773,82068
81774,82069
81776,82071
81787,81788
81787,82082
81788,81789
81788,82083
81789,81790
81789,82084
81790,81791
81790,82085
81791,81792
81791,82086
81792,82087
82067,82068
82068,82069
82068,82363
82069,82070
82070,82071
82070,82365
82071,82072
82071,82366
82072,82367
82082,82083
82083,82084
82083,82378
82084,82085
82084,82379
82085,82086
82086,82087
82087,82088
82087,82382
82088,82089
82088,82383
82089,82090
82089,82384
82090,82385
82365,82366
82365,82660
82366,82367
82367,82368
82367,82662
82368,82663
82378,82379
82382,82383
82382,82677
82383,82384
82383,82678
82384,82385
82384,82679
82385,82386
82385,82680
82386,82387
82386,82681
82387,82682
82659,82660
82660,82955
82662,82663
82663,82664
82663,82958
82664,82959
82666,82961
82676,82677
82677,82678
82678,82679
82679,82680
82679,82974
82680,82681
82680,82975
82681,82682
82681,82976
82682,82683
82682,82977
82683,82978
82958,82959
82959,82960
82960,82961
82961,82962
82961,83256
82962,83257
82974,82975
82974,83269
82975,82976
82975,83270
82976,82977
82976,83271
82977,82978
82977,83272
82978,83273
83256,83257
83256,83551
83257,83258
83257,83552
83258,83553
83265,83266
83265,83560
83266,83561
83269,83270
83270,83271
83271,83272
83271,83566
83272,83273
83272,83567
83273,83274
83273,83568
83274,83275
83274,83569
83275,83276
83275,83570
83276,83571
83542,83543
83550,83551
83551,83552
83551,83846
83552,83553
83552,83847
83553,83848
83560,83561
83566,83567
83567,83568
83567,83862
83568,83569
83568,83863
83569,83570
83569,83864
83570,83571
83570,83865
83571,83866
83592,83887
83841,83842
83841,84136
83842,83843
83842,84137
83843,84138
83846,83847
83847,83848
83848,83849
83859,83860
83862,83863
83863,83864
83863,84158
83864,83865
83864,84159
83865,83866
83865,84160
83866,83867
83866,84161
83867,83868
83867,84162
83868,84163
83874,84169
83887,83888
83887,84182
83888,84183
84136,84137
84136,84431
84137,84138
84137,84432
84138,84433
84158,84159
84159,84160
84159,84454
84160,84161
84160,84455
84161,84162
84161,84456
84162,84163
84162,84457
84163,84164
84164,84165
84165,84166
84166,84167
84167,84168
84168,84169
84168,84463
84169,84170
84169,84464
84170,84465
84182,84183
84182,84477
84183,84184
84183,84478
84184,84479
84430,84431
84431,84432
84432,84433
84433,84434
84443,84444
84443,84738
84444,84445
84444,84739
84445,84446
84445,84740
84446,84741
84448,84449
84448,84743
84449,84450
84449,84744
84450,84745
84454,84455
84454,84749
84455,84456
84456,84457
84463,84464
84464,84465
84465,84466
84466,84761
84477,84478
84477,84772
84478,84479
84478,84773
84479,84480
84479,84774
84480,84775
84731,85026
84734,85029
84736,84737
84736,85031
84737,84738
84737,85032
84738,84739
84739,84740
84740,84741
84741,84742
84742,84743
84742,85037
84743,84744
84743,85038
84744,84745
84744,85039
84745,84746
84745,85040
84746,85041
84772,84773
84772,85067
84773,84774
84773,85068
84774,84775
84774,85069
84775,84776
84775,85070
84776,85071
85024,85025
85024,85319
85025,85026
85026,85027
85027,85028
85028,85029
85028,85323
85029,85030
85030,85031
85031,85032
85037,85038
85037,85332
85038,85039
85038,85333
85039,85040
85039,85334
85040,85041
85041,85042
85042,85337
85052,85053
85053,85054
85053,85348
85054,85349
85057,85058
85058,85059
85059,85060
85059,85354
85067,85068
85067,85362
85068,85069
85068,85363
85069,85070
85070,85071
85070,85365
85071,85366
85318,85319
85323,85618
85330,85331
85331,85332
85332,85333
85333,85334
85334,85629
85337,85632
85348,85349
85354,85649
85360,85361
85360,85655
85361,85362
85361,85656
85362,85363
85362,85657
85363,85658
85365,85366
85365,85660
85366,85661
85616,85617
85617,85618
85617,85912
85618,85619
85618,85913
85619,85620
85619,85914
85620,85621
85620,85915
85621,85916
85631,85632
85632,85633
85632,85927
85633,85928
85654,85655
85654,85949
85655,85656
85656,85657
85657,85658
85657,85952
85658,85659
85658,85953
85659,85660
85659,85954
85660,85661
85660,85955
85661,85956
85912,85913
85912,86207
85913,85914
85913,86208
85914,85915
85914,86209
85915,85916
85915,86210
85916,85917
85917,85918
85917,86212
85918,86213
85927,85928
85927,86222
85928,85929
85929,85930
85930,85931
85930,86225
85949,86244
85952,85953
85952,86247
85953,85954
85953,86248
85954,85955
85954,86249
85955,85956
85955,86250
86207,86208
86208,86209
86208,86503
86209,86210
86209,86504
86210,86505
86212,86213
86213,86214
86213,86508
86214,86509
86221,86222
86221,86516
86222,86517
86227,86228
86227,86522
86228,86229
86228,86523
86229,86524
86241,86242
86241,86536
86242,86537
86244,86539
86247,86248
86248,86249
86248,86543
86249,86250
86249,86544
86503,86504
86504,86505
86505,86506
86508,86509
86509,86510
86510,86511
86510,86805
86511,86806
86516,86517
86522,86523
86523,86524
86524,86525
86524,86819
86525,86820
86536,86537
86543,86544
86805,86806
86806,86807
86807,86808
86807,87102
86819,86820
86819,87114
86820,86821
86821,86822
86821,87116
86822,86823
86822,87117
86823,87118
86830,87125
86835,87130
87113,87114
87113,87408
87114,87409
87116,87117
87116,87411
87117,87118
87117,87412
87118,87119
87118,87413
87119,87414
87123,87124
87123,87418
87124,87125
87124,87419
87125,87420
87130,87131
87130,87425
87131,87132
87132,87427
87134,87135
87135,87136
87135,87430
87136,87431
87408,87409
87411,87412
87411,87706
87412,87413
87412,87707
87413,87414
87414,87415
87415,87416
87416,87417
87416,87711
87417,87418
87417,87712
87418,87419
87418,87713
87419,87420
87419,87714
87420,87421
87420,87715
87421,87716
87423,87424
87423,87718
87424,87425
87424,87719
87425,87720
87427,87428
87427,87722
87428,87723
87430,87431
87430,87725
87431,87726
87705,87706
87706,87707
87711,87712
87712,87713
87713,87714
87713,88008
87714,87715
87714,88009
87715,87716
87715,88010
87716,87717
87716,88011
87717,87718
87717,88012
87718,87719
87718,88013
87719,87720
87719,88014
87720,88015
87722,87723
87723,87724
87723,88018
87724,87725
87724,88019
87725,87726
87725,88020
87726,88021
88008,88009
88009,88010
88009,88304
88010,88011
88010,88305
88011,88012
88011,88306
88012,88013
88012,88307
88013,88014
88013,88308
88014,88015
88014,88309
88015,88310
88018,88019
88019,88020
88019,88314
88020,88021
88021,88316
88026,88027
88304,88305
88305,88306
88305,88600
88306,88307
88306,88601
88307,88308
88307,88602
88308,88309
88308,88603
88309,88310
88309,88604
88310,88605
88314,88609
88316,88611
88318,88613
88600,88601
88600,88895
88601,88602
88601,88896
88602,88603
88602,88897
88603,88604
88603,88898
88604,88605
88604,88899
88605,88606
88605,88900
88606,88901
88609,88610
88609,88904
88610,88611
88610,88905
88611,88612
88611,88906
88612,88613
88612,88907
88895,88896
88896,88897
88896,89191
88897,88898
88897,89192
88898,88899
88898,89193
88899,88900
88899,89194
88900,88901
88900,89195
88901,89196
88903,88904
88904,88905
88904,89199
88905,88906
88905,89200
88906,88907
88906,89201
88907,89202
89191,89192
89191,89486
89192,89193
89192,89487
89193,89194
89193,89488
89194,89195
89194,89489
89195,89196
89195,89490
89196,89491
89199,89200
89200,89201
89200,89495
89201,89202
89212,89213
89213,89214
89213,89508
89486,89487
89487,89488
89487,89782
89488,89489
89488,89783
89489,89490
89489,89784
89490,89491
89490,89785
89491,89786
89782,89783
89782,90077
89783,89784
89783,90078
89784,89785
89784,90079
89785,89786
89785,90080
89786,89787
89786,90081
89787,90082
90077,90078
90077,90372
90078,90079
90078,90373
90079,90080
90079,90374
90080,90081
90080,90375
90081,90082
90081,90376
90082,90377
90372,90373
90372,90667
90373,90374
90373,90668
90374,90375
90374,90669
90375,90376
90375,90670
90376,90377
90376,90671
90377,90378
90377,90672
90378,90379
90378,90673
90379,90380
90379,90674
90380,90381
90380,90675
90381,90382
90381,90676
90382,90383
90382,90677
90383,90384
90383,90678
90384,90385
90384,90679
90385,90386
90385,90680
90386,90681
90667,90668
90667,90962
90668,90669
90668,90963
90669,90670
90669,90964
90670,90671
90670,90965
90671,90672
90672,90673
90673,90674
90673,90968
90674,90675
90675,90676
90675,90970
90676,90677
90676,90971
90677,90678
90678,90679
90679,90680
90679,90974
90680,90681
90680,90975
90681,90682
90681,90976
90682,90977
90962,90963
90962,91257
90963,90964
90963,91258
90964,90965
90964,91259
90970,90971
90971,91266
90974,90975
90975,90976
90975,91270
90976,90977
90976,91271
90977,91272
91257,91258
91258,91259
91270,91271
91271,91272
91271,91566
91272,91567
91566,91567
91566,91861
91567,91862
91861,91862
91861,92156
91862,92157
91867,92162
92156,92157
92156,92451
92157,92452
92160,92161
92161,92162
92161,92456
92162,92163
92162,92457
92163,92164
92163,92458
92164,92459
92451,92452
92452,92747
92456,92457
92457,92458
92458,92459
92459,92460
92459,92754
92460,92461
92460,92755
92461,92756
92747,93042
92749,93044
92754,92755
92755,92756
92756,93051
93042,93043
93042,93337
93043,93044
93043,93338
93044,93045
93044,93339
93045,93046
93051,93052
93052,93053
93052,93347
93053,93348
93330,93331
93331,93626
93337,93338
93337,93632
93338,93339
93338,93633
93339,93634
93343,93638
93347,93348
93348,93349
93626,93921
93631,93632
93631,93926
93632,93633
93633,93634
93634,93929
93636,93637
93636,93931
93637,93638
93637,93932
93638,93639
93638,93933
93639,93640
93639,93934
93640,93935
93911,94206
93917,93918
93917,94212
93918,93919
93918,94213
93919,93920
93919,94214
93920,93921
93920,94215
93921,93922
93921,94216
93922,93923
93922,94217
93923,93924
93923,94218
93924,93925
93924,94219
93925,93926
93929,94224
93931,93932
93931,94226
93932,93933
93932,94227
93933,93934
93934,93935
93935,93936
93936,94231
94201,94202
94201,94496
94202,94497
94206,94207
94211,94212
94211,94506
94212,94213
94212,94507
94213,94214
94213,94508
94214,94215
94215,94216
94216,94217
94216,94511
94217,94218
94217,94512
94218,94219
94218,94513
94219,94514
94224,94519
94226,94227
94226,94521
94227,94522
94231,94232
94496,94497
94496,94791
94497,94498
94497,94792
94503,94504
94503,94798
94504,94505
94504,94799
94505,94506
94505,94800
94506,94507
94506,94801
94507,94508
94507,94802
94511,94512
94511,94806
94512,94513
94512,94807
94513,94514
94513,94808
94519,94814
94521,94522
94522,94817
94790,94791
94790,95085
94791,94792
94791,95086
94792,95087
94796,94797
94796,95091
94797,94798
94797,95092
94798,94799
94798,95093
94799,94800
94799,95094
94800,94801
94800,95095
94801,94802
94801,95096
94806,94807
94807,94808
94810,94811
94811,94812
94812,94813
94813,94814
95084,95085
95085,95086
95085,95380
95086,95087
95086,95381
95087,95088
95087,95382
95088,95383
95090,95091
95090,95385
95091,95092
95091,95386
95092,95093
95092,95387
95093,95094
95093,95388
95094,95095
95094,95389
95095,95096
95095,95390
95096,95391
95111,95406
95380,95381
95381,95382
95382,95383
95382,95677
95383,95678
95385,95386
95386,95387
95387,95388
95387,95682
95388,95389
95388,95683
95389,95390
95389,95684
95390,95391
95390,95685
95391,95686
95406,95701
95677,95678
95677,95972
95678,95973
95682,95683
95683,95684
95683,95978
95684,95685
95685,95686
95686,95687
95686,95981
95687,95982
95701,95996
95965,95966
95965,96260
95966,95967
95966,96261
95967,95968
95967,96262
95968,95969
95968,96263
95969,95970
95969,96264
95970,95971
95970,96265
95971,95972
95971,96266
95972,95973
95972,96267
95973,95974
95973,96268
95974,96269
95978,96273
95981,95982
95981,96276
95982,95983
95982,96277
95983,96278
95988,95989
95993,96288
95995,95996
95995,96290
95996,96291
96258,96259
96259,96260
96259,96554
96260,96261
96260,96555
96261,96262
96261,96556
96262,96263
96262,96557
96263,96264
96263,96558
96264,96265
96265,96266
96266,96267
96266,96561
96267,96268
96267,96562
96268,96269
96269,96270
96273,96274
96273,96568
96274,96275
96274,96569
96275,96276
96276,96277
96276,96571
96277,96278
96277,96572
96278,96279
96278,96573
96279,96574
96288,96289
96288,96583
96289,96290
96289,96584
96290,96291
96290,96585
96291,96292
96291,96586
96292,96293
96292,96587
96293,96588
96554,96555
96554,96849
96555,96556
96555,96850
96556,96557
96556,96851
96557,96558
96557,96852
96558,96853
96561,96562
96567,96568
96567,96862
96568,96569
96568,96863
96571,96572
96572,96573
96573,96574
96574,96575
96581,96582
96581,96876
96582,96583
96582,96877
96583,96584
96583,96878
96584,96585
96584,96879
96585,96586
96585,96880
96586,96587
96586,96881
96587,96588
96587,96882
96588,96589
96588,96883
96589,96884
96849,96850
96850,96851
96850,97145
96851,96852
96851,97146
96852,96853
96852,97147
96853,97148
96862,96863
96862,97157
96863,97158
96876,96877
96877,96878
96877,97172
96878,96879
96878,97173
96879,96880
96879,97174
96880,96881
96880,97175
96881,96882
96881,97176
96882,96883
96882,97177
96883,96884
96884,96885
96885,96886
96885,97180
97145,97146
97146,97147
97146,97441
97147,97148
97148,97149
97152,97153
97152,97447
97157,97158
97157,97452
97158,97159
97158,97453
97159,97160
97172,97173
97173,97174
97174,97175
97175,97176
97176,97177
97435,97436
97435,97730
97436,97731
97447,97742
97452,97453
97457,97458
97458,97459
97458,97753
97728,97729
97728,98023
97729,97730
97729,98024
97730,97731
97730,98025
97731,98026
97738,97739
97738,98033
97739,97740
97739,98034
97742,97743
98023,98024
98023,98318
98024,98025
98024,98319
98025,98026
98030,98031
98030,98325
98031,98032
98031,98326
98032,98033
98032,98327
98033,98034
98318,98319
98318,98613
98319,98614
98325,98326
98325,98620
98326,98327
98326,98621
98612,98613
98612,98907
98613,98614
98613,98908
98614,98909
98616,98617
98616,98911
98617,98912
98620,98621
98620,98915
98621,98916
98907,98908
98908,98909
98908,99203
98909,99204
98911,98912
98912,98913
98912,99207
98913,99208
98915,98916
98916,99211
99203,99204
99204,99499
99207,99208
99207,99502
99208,99209
99208,99503
99209,99504
99211,99506
99222,99223
99222,99517
99223,99518
99499,99794
99502,99503
99502,99797
99503,99504
99503,99798
99504,99505
99504,99799
99505,99506
99506,99801
99517,99518
99518,99519
99792,99793
99792,100087
99793,99794
99793,100088
99794,99795
99794,100089
99795,99796
99795,100090
99796,99797
99796,100091
99797,99798
99797,100092
99798,99799
99798,100093
99799,100094
99801,99802
99801,100096
99802,100097
99815,99816
100087,100088
100087,100382
100088,100089
100088,100383
100089,100090
100089,100384
100090,100091
100090,100385
100091,100092
100091,100386
100092,100093
100093,100094
100093,100388
100094,100095
100094,100389
100095,100096
100095,100390
100096,100097
100096,100391
100097,100392
100382,100383
100383,100384
100384,100385
100385,100386
100385,100680
100386,100681
100388,100389
100389,100390
100389,100684
100390,100391
100390,100685
100391,100392
100391,100686
100392,100393
100393,100688
100680,100681
100681,100682
100681,100976
100682,100977
100684,100685
100685,100686
100685,100980
100686,100981
100688,100689
100688,100983
100689,100984
100976,100977
100977,101272
100980,100981
100981,100982
100981,101276
100982,100983
100982,101277
100983,100984
100983,101278
100984,100985
100984,101279
100985,101280
101272,101567
101276,101277
101276,101571
101277,101278
101277,101572
101278,101279
101278,101573
101279,101280
101279,101574
101280,101575
101567,101568
101568,101569
101568,101863
101569,101864
101571,101572
101572,101573
101572,101867
101573,101574
101573,101868
101574,101575
101574,101869
101575,101576
101576,101871
101863,101864
101864,101865
101864,102159
101865,102160
101867,101868
101868,101869
101868,102163
101869,102164
101871,101872
101871,102166
101872,102167
102159,102160
102159,102454
102160,102455
102163,102164
102164,102165
102164,102459
102165,102166
102165,102460
102166,102167
102166,102461
102167,102168
102167,102462
102168,102463
102454,102455
102455,102750
102459,102460
102459,102754
102460,102461
102460,102755
102461,102462
102461,102756
102462,102463
102462,102757
102463,102464
102463,102758
102464,102759
102750,102751
102750,103045
102751,103046
102753,102754
102753,103048
102754,102755
102754,103049
102755,102756
102755,103050
102756,102757
102756,103051
102757,102758
102757,103052
102758,102759
102758,103053
102759,102760
102760,103055
102767,103062
103045,103046
103045,103340
103046,103047
103046,103341
103047,103048
103048,103049
103049,103050
103049,103344
103050,103051
103050,103345
103051,103052
103051,103346
103052,103053
103052,103347
103053,103348
103055,103056
103055,103350
103056,103057
103056,103351
103057,103352
103059,103060
103059,103354
103060,103061
103060,103355
103061,103062
103061,103356
103062,103357
103340,103341
103344,103345
103345,103346
103345,103640
103346,103347
103346,103641
103347,103348
103347,103642
103348,103349
103349,103350
103350,103351
103350,103645
103351,103352
103351,103646
103352,103353
103352,103647
103353,103354
103353,103648
103354,103355
103354,103649
103355,103356
103355,103650
103356,103357
103356,103651
103357,103652
103637,103638
103638,103933
103640,103641
103640,103935
103641,103642
103641,103936
103642,103937
103645,103646
103645,103940
103646,103647
103646,103941
103647,103648
103647,103942
103648,103649
103648,103943
103649,103650
103650,103651
103651,103652
103651,103946
103933,103934
103933,104228
103934,103935
103934,104229
103935,103936
103935,104230
103936,103937
103936,104231
103937,104232
103940,103941
103940,104235
103941,103942
103941,104236
103942,103943
103942,104237
103943,104238
103946,104241
104228,104229
104229,104230
104230,104231
104230,104525
104231,104232
104231,104526
104232,104527
104235,104236
104236,104237
104236,104531
104237,104238
104237,104532
104525,104526
104525,104820
104526,104527
104526,104821
104527,104822
104531,104532
104532,104827
104534,104535
104534,104829
104535,104830
104820,104821
104820,105115
104821,104822
104821,105116
104822,105117
104825,105120
104827,104828
104827,105122
104828,104829
104828,105123
104829,104830
104829,105124
104830,105125
105114,105115
105114,105409
105115,105116
105115,105410
105116,105117
105117,105412
105122,105123
105122,105417
105123,105124
105123,105418
105124,105125
105124,105419
105125,105420
105402,105403
105402,105697
105403,105404
105403,105698
105404,105405
105404,105699
105405,105406
105405,105700
105406,105407
105406,105701
105407,105408
105407,105702
105408,105409
105408,105703
105409,105410
105409,105704
105410,105705
105412,105707
105417,105418
105417,105712
105418,105419
105418,105713
105419,105420
105419,105714
105420,105715
105697,105698
105697,105992
105698,105699
105698,105993
105699,105700
105699,105994
105700,105701
105700,105995
105701,105702
105701,105996
105702,105703
105702,105997
105703,105704
105703,105998
105704,105705
105704,105999
105705,106000
105707,106002
105709,105710
105709,106004
105710,105711
105711,105712
105712,105713
105712,106007
105713,105714
105713,106008
105714,105715
105992,105993
105993,105994
105993,106288
105994,105995
105994,106289
105995,105996
105996,105997
105997,105998
105998,105999
105998,106293
105999,106000
105999,106294
106000,106295
106002,106003
106002,106297
106003,106004
106003,106298
106004,106299
106007,106008
106007,106302
106008,106303
106288,106289
106293,106294
106294,106295
106295,106590
106297,106298
106298,106299
106298,106593
106299,106594
106302,106303
106302,106597
106303,106598
106590,106885
106593,106594
106594,106595
106594,106889
106595,106890
106597,106598
106885,106886
106885,107180
106886,107181
106889,106890
106889,107184
106890,107185
107180,107181
107180,107475
107181,107182
107181,107476
107182,107477
107184,107185
107185,107186
107185,107480
107186,107481
107188,107189
107188,107483
107189,107190
107189,107484
107190,107485
107474,107475
107475,107476
107476,107477
107476,107771
107477,107478
107477,107772
107478,107773
107480,107481
107480,107775
107481,107482
107481,107776
107482,107483
107482,107777
107483,107484
107483,107778
107484,107485
107484,107779
107485,107780
107771,107772
107772,107773
107772,108067
107773,108068
107775,107776
107775,108070
107776,107777
107776,108071
107777,107778
107778,107779
107778,108073
107779,107780
107779,108074
107780,107781
107780,108075
107781,108076
108067,108068
108067,108362
108068,108363
108070,108071
108073,108074
108073,108368
108074,108075
108074,108369
108075,108076
108076,108077
108076,108371
108077,108078
108077,108372
108078,108079
108079,108374
108362,108363
108362,108657
108363,108364
108363,108658
108364,108659
108367,108368
108367,108662
108368,108369
108368,108663
108371,108372
108371,108666
108372,108667
108374,108669
108657,108658
108657,108952
108658,108659
108658,108953
108659,108660
108659,108954
108660,108955
108662,108663
108662,108957
108663,108958
108666,108667
108666,108961
108667,108668
108667,108962
108668,108669
108668,108963
108669,108964
108951,108952
108951,109246
108952,108953
108952,109247
108953,108954
108953,109248
108954,108955
108954,109249
108955,108956
108955,109250
108956,108957
108956,109251
108957,108958
108957,109252
108958,109253
108961,108962
108961,109256
108962,108963
108962,109257
108963,108964
108964,109259
109246,109247
109246,109541
109247,109248
109247,109542
109248,109249
109248,109543
109249,109250
109249,109544
109250,109251
109250,109545
109251,109252
109251,109546
109252,109253
109252,109547
109253,109254
109253,109548
109254,109255
109254,109549
109255,109256
109255,109550
109256,109257
109540,109541
109540,109835
109541,109542
109541,109836
109542,109543
109542,109837
109543,109544
109543,109838
109544,109545
109544,109839
109545,109546
109545,109840
109546,109547
109546,109841
109547,109548
109547,109842
109548,109549
109548,109843
109549,109550
109549,109844
109550,109845
109833,109834
109834,109835
109834,110129
109835,109836
109835,110130
109836,109837
109836,110131
109837,109838
109837,110132
109838,109839
109838,110133
109839,109840
109839,110134
109840,109841
109840,110135
109841,109842
109841,110136
109842,109843
109843,109844
109843,110138
109844,109845
109844,110139
110129,110130
110130,110131
110130,110425
110131,110132
110131,110426
110132,110133
