reclass,Value1,Value2,Count,C_01,SN_Source,SN_NatureTypeCode,C_02,C_03,C_05,C_06,SN_Overall_LandCover,SN_Sub1_NatureLandCover,SN_Sub2_NatureLandCover,SN_Exclude_Modelling,SN_Suitability,SN_ModelClass,SN_Combined_Cat,SN_ForestOpen,ForestShrubOpen,SN_Wet_Dry,SN_Wet_Medium_Dry,SN_Rich_Poor,SN_Calcarious_Acidic,SN_SoilType,SN_Non_native,SN_Deciduous_Coniferous,Coastal_Inland,Comments
11,1175,1175,1369,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
4,1176,1176,1609,10320100,Paragraph3,TBD,Hede,Heather,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Coastal or indland,Paragraph 3 heaths can be both inland or coastal
6,1177,1177,84,10310300,Paragraph3,TBD,Mose,Mire / bog,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Wet,Both,Both,Peat,Native,NA,Both,Paragraph 3 bogs - can be moth nutrient rich and poor. 
3,1178,1178,65,20600300,TBD,TBD,Skrænt,Hillside,"321000 Natur, tør","321000 Nature, dry",Exclude,Potential grassland,"Grassland, heath and potential grassland",Exclude,Exclude,Exclude,NA,NA,NA,Dry,Dry,NA,NA,,NA,NA,NA,"This can be different nature types, open or closed, rich or poor … Suggest excluding from the model."
11,1179,1179,222,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
8,1180,1180,11,40910200,HabitatDirective,"""91E0""","Elle- og askeskov ved vandløb, søer og væld","Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)","312000 Skov, våd","312000 Forest, wet",Forest wet,Forest wet,Forest wet,Include,WetRich,ForestWetRich,Forest wet,Forest,Forest,Wet,Wet,Rich,Neutral,,Native,Deciduous,Indiff,
11,1181,1181,16,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,1182,1182,8,10310100,Paragraph3,TBD,Eng,Wet meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Moist,Both,Neutral,Indiff,Native,NA,indiff,"Paragraf 3 wet meadows some can be poor, but most are expected to be relatively rich"
10,1183,1183,2738,10620100,TBD,TBD,Japansk lærk,Japanease larch,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Coniferous,Indiff,
10,1184,1184,492,10620900,TBD,TBD,Europæisk lærk,European larch,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Coniferous,Indiff,
3,1185,1185,58,20320400,TBD,TBD,"Slette, Overdrev (Slette)",Plain,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
3,1186,1186,56,20600200,TBD,TBD,Ukultiveret areal,Uncultivated area,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Indiff,Indiff,Indiff,Native,NA,,
12,1187,1187,1254,20201300,,,Råstofgrav,Ressource extraction,160000 Råstofudvinding,160000 Resource extraction,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
6,1188,1188,9,40723000,HabitatDirective,7230,Rigkær,Alkaline fens,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,,Native,NA,Both,
11,1189,1189,8910,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10,1190,1190,1,20621600,TBD,TBD,Nobilis,Nobilis,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Coniferous,Indiff,
4,1191,1191,7,40403000,HabitatDirective,4030,Tør hede,European dry heaths,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Inland,
6,1192,1192,110,40714000,HabitatDirective,7140,Hængesæk,Transition mires and quaking bogs,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Exclude?,Exclude,Exclude,Open wet,Open,Open,Wet,Wet,Poor-Rich,NA,Indiff,Native,NA,Inland,"There are both a nutrient poor and nutrient rich version. Both unlikely to develop on transformed agricultural land, hence suggested to be excluded."
3,1193,1193,131,40623000,HabitatDirective,6230,Surt overdrev,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)","321000 Natur, tør","321000 Nature, dry",Open dry,Grassland,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,,Native,NA,Both,
4,1194,1194,35,40403000,HabitatDirective,4030,Tør hede,European dry heaths,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Inland,
4,1195,1195,4,40403000,HabitatDirective,4030,Tør hede,European dry heaths,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Inland,
11,1196,1196,1794,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3,1197,1197,10,20320500,TBD,TBD,"Slette, Overdrev (overdrev)",Dry meadow,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
11,1198,1198,121,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1199,1199,50,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1,1200,1200,4865,10612400,TBD,TBD,Rødeg,Red oak,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Deciduous,Indiff,
1,1201,1201,85,10610100,TBD,TBD,Hvidel,Grey alder,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Wet,Wet,Rich,Neutral,,Non-native,Deciduous,Indiff,
9,1202,1202,156,40641000,HabitatDirective,6410,Tidvis våd eng,"Molinia meadows on calcareous, peaty or clayey-silt laden soils (Molinion caeruleae)","322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,Peat,Native,NA,Inland,
2,1203,1203,814,40233000,HabitatDirective,2330,Græs-indlandsklit,"Inland dunes with open Corynephorus and Agrostis
grasslands","321000 Natur, tør","321000 Nature, dry",Open dry,Grassland-Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Indland,
4,1204,1204,3731,40231000,HabitatDirective,2310,Visse-indlandsklit,Dry sand heaths with Calluna and Genista,"321000 Natur, tør","321000 Nature, dry",Open dry,Dune,Dune,Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Indland,
3,1205,1205,305,40623000,HabitatDirective,6230,Surt overdrev,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)","321000 Natur, tør","321000 Nature, dry",Open dry,Grassland,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,,Native,NA,Both,
1,1206,1206,148,10612600,TBD,TBD,Røn,Mountain ash,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryBoth,ForestDryBoth,Forest dry,Forest,Forest,Dry,Moist,Rich,Neutral,,Native,Deciduous,Indiff,
1,1207,1207,135,10612200,,,Pil,Willow,311000 Skov,311000 Forest,Exclude,Shrub,Shrub,Exclude,Exclude,Exclude,Exclude,Shrub,,Exclude,Moist,Exclude,Exclude,,Exclude,Deciduous,Indiff,
5,1208,1208,25,20310200,TBD,TBD,Strandsump,Coastal swamp,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
11,1209,1209,620,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1,1210,1210,99,10611200,TBD,TBD,Elm,Elm,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryRich,ForestDryRich,Forest dry,Forest,Forest,Dry,Dry,Rich,Neutral,,Native,Deciduous,Indiff,
5,1211,1211,5176,20310200,TBD,TBD,Strandsump,Coastal swamp,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
3,1212,1212,1,10600200,TBD,TBD,Ukultiveret areal,Uncultivated area,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Indiff,Indiff,Indiff,Native,NA,,
3,1213,1213,52,10320500,TBD,TBD,"Slette, Overdrev (overdrev)",Dry meadow,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
6,1214,1214,56,10310300,Paragraph3,TBD,Mose,Mire / bog,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Wet,Both,Both,Peat,Native,NA,Both,Paragraph 3 bogs - can be moth nutrient rich and poor. 
3,1215,1215,9,10320400,TBD,TBD,"Slette, Overdrev (Slette)",Plain,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
9,1216,1216,74,10310100,Paragraph3,TBD,Eng,Wet meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Moist,Both,Neutral,Indiff,Native,NA,indiff,"Paragraf 3 wet meadows some can be poor, but most are expected to be relatively rich"
11,1217,1217,1183,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1218,1218,753,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,1219,1219,498,20310400,Paragraph3?,TDB,Strandeng,Coastal meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
11,1220,1220,24,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1221,1221,234,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,1222,1222,2,20320800,TBD,TBD,Strandbred,Beach,"321000 Natur, tør","321000 Nature, dry",Open dry,Coastal meadows and related habitats,Coastal meadows and related habitats,Exclude?,Exclude,Exclude,Open dry,Open,Open,Dry,Moist,Both,Both ,,Native,NA,Coastal,"Are unlikely to develop on former field transformed to nature. Hence, could potentially be excluded. "
10,1223,1223,201,20621500,TBD,TBD,Nordmannsgran,Norman spruce,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Coniferous,Indiff,
12,1224,1224,6,50990102,,,"Teknisk areal, Genbrugsplads","Technical area, Recycling depot",124000 Andet bebyggelse,124000 Other built up,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1225,1225,3067,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1226,1226,241,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1227,1227,756,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1228,1228,308221,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
7,1229,1229,243,40513000,HabitatDirective,5130,Enekrat,Juniperus communis formations on heaths or calcareous grasslands,"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland-Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Shrub,Dry,Dry,Poor,Both ,Indiff,Native,NA,,
11,1230,1230,223,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1231,1231,2940,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1232,1232,12,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1233,1233,18726,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10,1234,1234,363,20622000,TBD,TBD,Sitagran,Sita spruce,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Coniferous,Indiff,
1,1235,1235,1091,20610200,,,Løvtræ uden særlig kode,Not specified deciduous tree,311000 Skov,311000 Forest,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude,Forest,,Exclude,Exclude,Exclude,Exclude,,Exclude,Deciduous,Indiff,
11,1236,1236,12,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,1237,1237,157,30000100,Paragraph3,TBD,Eng,Wet meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Moist,Both,Neutral,Indiff,Native,NA,indiff,"Paragraf 3 wet meadows some can be poor, but most are expected to be relatively rich"
11,1238,1238,44,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
4,1239,1239,6,40232000,HabitatDirective,2320,Revling-indlandsklit,Dry sand heaths with Calluna and Empetrum nigrum,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,,Native,NA,Both ,
11,1240,1240,1510,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1241,1241,5893,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1242,1242,110,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3,1243,1243,16,40612000,HabitatDirective,6120,Tør overdrev på kalkholdigt sand,Xeric sand calcareous grasslands,"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Calcarious,Sand,Native,NA,Both,
1,1244,1244,629,20610200,,,Løvtræ uden særlig kode,Not specified deciduous tree,311000 Skov,311000 Forest,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude,Forest,,Exclude,Exclude,Exclude,Exclude,,Exclude,Deciduous,Indiff,
12,1245,1245,7,50990113,,,"Teknisk areal, Lufthavn","Technical area, Airport",126000 Lufthavn / landingsbane,126000 Airport / runway,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1246,1246,251,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,1247,1247,1,50995400,,,Lav bebyggelse,Low built up,121000 Lav bebyggelse,121000 Low built up,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1,1248,1248,571,20611600,TBD,TBD,Hestekastanie,Horse Chetnut,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Deciduous,Indiff,
1,1249,1249,1223,20610500,TBD,TBD,Avnbøg,Hornbeam,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryRich,ForestDryRich,Forest dry,Forest,Forest,Dry,Dry,Rich,Neutral,,Native,Deciduous,Indiff,
11,1250,1250,100,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
16,1251,1251,27,20230000,TBD,TBD,Brandbaelte,Fire break,"321000 Natur, tør","321000 Nature, dry",Exclude,"Potential grassland, human disturbance","Grassland, heath and potential grassland",Exclude?,Exclude,Exclude,"Nature dry, human disturbance",Open,Open,Dry,Dry,Indiff,Indiff,Indiff,NA,NA,Indiff,
6,1252,1252,136,30000300,Paragraph3,TBD,Mose,Mire / bog,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Wet,Both,Both,Peat,Native,NA,Both,Paragraph 3 bogs - can be moth nutrient rich and poor. 
11,1253,1253,44,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3,1254,1254,220,20600200,TBD,TBD,Ukultiveret areal,Uncultivated area,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Indiff,Indiff,Indiff,Native,NA,,
11,1255,1255,30,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1256,1256,128791,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1257,1257,28,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
8,1258,1258,96,40910100,HabitatDirective,"""91D0""",Skovbevoksede tørvemoser,Bog woodland,"312000 Skov, våd","312000 Forest, wet",Forest wet,Forest wet,Forest wet,Include,WetPoor,ForestWetPoor,Forest wet,Forest,Forest,Wet,Wet,Poor,Acidic,Peat,Native,NA,Indiff,
8,1259,1259,459,40910200,HabitatDirective,"""91E0""","Elle- og askeskov ved vandløb, søer og væld","Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)","312000 Skov, våd","312000 Forest, wet",Forest wet,Forest wet,Forest wet,Include,WetRich,ForestWetRich,Forest wet,Forest,Forest,Wet,Wet,Rich,Neutral,,Native,Deciduous,Indiff,
10,1260,1260,1,20622100,TBD,TBD,Skovfyr,Scotsh pine,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryPoor,ForestDryPoor,Forest dry,Forest,Forest,Dry,Dry,Poor,Acidic,,Native,Coniferous,Indiff,
7,1261,1261,249,40513000,HabitatDirective,5130,Enekrat,Juniperus communis formations on heaths or calcareous grasslands,"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland-Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Shrub,Dry,Dry,Poor,Both ,Indiff,Native,NA,,
1,1262,1262,705,20611100,TBD,TBD,El,Alder,311000 Skov,311000 Forest,Forest wet,Forest wet,Forest wet,Include,WetRich,ForestWetRich,Forest wet,Forest,Forest,Wet,Wet,Rich,Neutral,,Native,Deciduous,Indiff,
3,1263,1263,39,20320500,TBD,TBD,"Slette, Overdrev (overdrev)",Dry meadow,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
11,1264,1264,1949,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,1265,1265,354,20320800,TBD,TBD,Strandbred,Beach,"321000 Natur, tør","321000 Nature, dry",Open dry,Coastal meadows and related habitats,Coastal meadows and related habitats,Exclude?,Exclude,Exclude,Open dry,Open,Open,Dry,Moist,Both,Both ,,Native,NA,Coastal,"Are unlikely to develop on former field transformed to nature. Hence, could potentially be excluded. "
1,1266,1266,123,20612400,TBD,TBD,Rødeg,Red oak,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Deciduous,Indiff,
11,1267,1267,23,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,1268,1268,743,50990112,,,"Teknisk areal, Landingsbane","Technical area, Runway",126000 Lufthavn / landingsbane,126000 Airport / runway,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,1269,1269,18,50990112,,,"Teknisk areal, Landingsbane","Technical area, Runway",126000 Lufthavn / landingsbane,126000 Airport / runway,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1270,1270,191,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1271,1271,1499,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1272,1272,1287,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10,1273,1273,1,20621900,TBD,TBD,Rødgran,Common spruce,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryPoor,ForestDryPoor,Forest dry,Forest,Forest,Dry,Dry,Poor,Acidic,,Native,Coniferous,Indiff,
6,1274,1274,397,40715000,HabitatDirective,7150,Tørvelavning,Depressions on peat substrates of the Rhynchosporion,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Acidic,Peat,Native,NA,Both,
3,1275,1275,5,20320500,TBD,TBD,"Slette, Overdrev (overdrev)",Dry meadow,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
