Taxa,currentCanonicalFull,usageKey,acceptedUsageKey,speciesKey,confidence,matchType,status,canonicalName,scientificName,kingdom,phylum,class,order,family,genus,species,rank,gbif_speciesKey
Hyalorbilia juliae,Hyalorbilia juliae,2587465,NA,2587465,99,EXACT,ACCEPTED,Hyalorbilia juliae,"Hyalorbilia juliae (Velen.) Baral, Priou & G.Marson",Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Hyalorbilia,Hyalorbilia juliae,SPECIES,2587465
Hyalorbilia tortuosa,Hyalorbilia tortuosa,7575297,NA,7575297,99,EXACT,ACCEPTED,Hyalorbilia tortuosa,"Hyalorbilia tortuosa Baral, E.Weber, Y.C.Su & M.L.Wu",Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Hyalorbilia,Hyalorbilia tortuosa,SPECIES,7575297
Hyaloscypha albohyalina,Hyaloscypha albohyalina,3489552,NA,3489552,99,EXACT,ACCEPTED,Hyaloscypha albohyalina,Hyaloscypha albohyalina (P.Karst.) Boud.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha albohyalina,SPECIES,3489552
Hyaloscypha aureliella,Hyaloscypha aureliella,2585245,NA,2585245,99,EXACT,ACCEPTED,Hyaloscypha aureliella,Hyaloscypha aureliella (Nyl.) Huhtinen,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha aureliella,SPECIES,2585245
Hyaloscypha leuconica var. bulbopilosa,Hyaloscypha bulbopilosa,7452072,NA,7452072,99,EXACT,ACCEPTED,Hyaloscypha bulbopilosa,Hyaloscypha bulbopilosa (Feltgen) Baral,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha bulbopilosa,SPECIES,7452072
Hyaloscypha daedaleae,Hyaloscypha daedaleae,2585207,NA,2585207,99,EXACT,ACCEPTED,Hyaloscypha daedaleae,Hyaloscypha daedaleae Velen.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha daedaleae,SPECIES,2585207
Hyaloscypha fuckelii,Hyaloscypha fuckelii,2585230,NA,2585230,99,EXACT,ACCEPTED,Hyaloscypha fuckelii,Hyaloscypha fuckelii Nannf.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha fuckelii,SPECIES,2585230
Hyaloscypha hepaticicola,Hyaloscypha hepaticicola,8238048,NA,8238048,99,EXACT,ACCEPTED,Hyaloscypha hepaticicola,"Hyaloscypha hepaticicola (Grelet & Croz.) Baral, Huhtinen & J.R.De Sloover",Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha hepaticicola,SPECIES,8238048
Hyaloscypha intacta,Hyaloscypha intacta,2585265,NA,2585265,98,EXACT,ACCEPTED,Hyaloscypha intacta,Hyaloscypha intacta Svrček,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha intacta,SPECIES,2585265
Hyaloscypha leuconica,Hyaloscypha leuconica,8551461,NA,8551461,99,EXACT,ACCEPTED,Hyaloscypha leuconica,Hyaloscypha leuconica (Cooke ex Stev.) Nannf.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha leuconica,SPECIES,8551461
Hyaloscypha spiralis,Hyaloscypha leucostigma,12215505,NA,12215505,99,EXACT,ACCEPTED,Hyaloscypha leucostigma,Hyaloscypha leucostigma (Fuckel) Baral,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha leucostigma,SPECIES,12215505
Hyaloscypha minuta,Hyaloscypha minuta,7979411,NA,7979411,99,EXACT,ACCEPTED,Hyaloscypha minuta,Hyaloscypha minuta (Spooner & Dennis) Baral,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha minuta,SPECIES,7979411
Hyaloscypha priapi,Hyaloscypha priapi,2585235,NA,2585235,99,EXACT,ACCEPTED,Hyaloscypha priapi,Hyaloscypha priapi Velen.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha priapi,SPECIES,2585235
Hyaloscypha quercicola,Hyaloscypha quercicola,2585238,NA,2585238,99,EXACT,ACCEPTED,Hyaloscypha quercicola,Hyaloscypha quercicola (Velen.) Huhtinen,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha quercicola,SPECIES,2585238
Hyaloscypha secalina,Hyaloscypha secalina,2585277,NA,2585277,99,EXACT,ACCEPTED,Hyaloscypha secalina,Hyaloscypha secalina Velen.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha secalina,SPECIES,2585277
Hyaloscypha vitreola,Hyaloscypha vitreola,2585279,NA,2585279,99,EXACT,ACCEPTED,Hyaloscypha vitreola,Hyaloscypha vitreola (P.Karst.) Boud.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha vitreola,SPECIES,2585279
Hyalotheca dissiliens,Hyalotheca dissiliens,2649620,NA,2649620,98,EXACT,ACCEPTED,Hyalotheca dissiliens,Hyalotheca dissiliens Bréb. ex Ralfs,Plantae,Charophyta,Conjugatophyceae,Desmidiales,NA,Hyalotheca,Hyalotheca dissiliens,SPECIES,2649620
Hyalotheca mucosa,Hyalotheca mucosa,2649614,NA,2649614,98,EXACT,ACCEPTED,Hyalotheca mucosa,Hyalotheca mucosa Ralfs,Plantae,Charophyta,Conjugatophyceae,Desmidiales,NA,Hyalotheca,Hyalotheca mucosa,SPECIES,2649614
Hyas araneus,Hyas araneus,2226648,NA,2226648,99,EXACT,ACCEPTED,Hyas araneus,"Hyas araneus (Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,Hyas araneus,SPECIES,2226648
Hyas coarctatus,Hyas coarctatus,2226649,NA,2226649,99,EXACT,ACCEPTED,Hyas coarctatus,"Hyas coarctatus Leach, 1815",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,Hyas coarctatus,SPECIES,2226649
Hybocodon prolifer,Hybocodon prolifer,2265636,NA,2265636,99,EXACT,ACCEPTED,Hybocodon prolifer,"Hybocodon prolifer Agassiz, 1860",Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Hybocodon,Hybocodon prolifer,SPECIES,2265636
Hybomitra bimaculata,Hybomitra bimaculata,1500480,NA,1500480,99,EXACT,ACCEPTED,Hybomitra bimaculata,"Hybomitra bimaculata (Macquart, 1826)",Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra bimaculata,SPECIES,1500480
Hybomitra distinguenda,Hybomitra distinguenda,1500362,NA,1500362,99,EXACT,ACCEPTED,Hybomitra distinguenda,"Hybomitra distinguenda (Verrall, 1909)",Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra distinguenda,SPECIES,1500362
Hybomitra expollicata,Hybomitra expollicata,1500580,NA,1500580,99,EXACT,ACCEPTED,Hybomitra expollicata,"Hybomitra expollicata (Pandellé, 1883)",Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra expollicata,SPECIES,1500580
Hybomitra kaurii,Hybomitra kaurii,1500344,NA,1500344,99,EXACT,ACCEPTED,Hybomitra kaurii,"Hybomitra kaurii Chvála & Lyneborg, 1970",Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra kaurii,SPECIES,1500344
Hybomitra lundbecki,Hybomitra lundbecki,1500202,NA,1500202,99,EXACT,ACCEPTED,Hybomitra lundbecki,"Hybomitra lundbecki Lyneborg, 1959",Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra lundbecki,SPECIES,1500202
Hybomitra lurida,Hybomitra lurida,1500256,NA,1500256,99,EXACT,ACCEPTED,Hybomitra lurida,"Hybomitra lurida (Fallén, 1817)",Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra lurida,SPECIES,1500256
Hybomitra micans,Hybomitra micans,1500594,NA,1500594,99,EXACT,ACCEPTED,Hybomitra micans,"Hybomitra micans (Meigen, 1804)",Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra micans,SPECIES,1500594
Hybomitra montana,Hybomitra montana,1500532,NA,1500532,99,EXACT,ACCEPTED,Hybomitra montana,"Hybomitra montana (Meigen, 1820)",Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra montana,SPECIES,1500532
Hybomitra morgani,Hybomitra morgani,1500494,NA,1500494,99,EXACT,ACCEPTED,Hybomitra morgani,"Hybomitra morgani (Surcouf, 1912)",Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra morgani,SPECIES,1500494
Hybomitra muehlfeldi,Hybomitra muehlfeldi,1500456,NA,1500456,99,EXACT,ACCEPTED,Hybomitra muehlfeldi,"Hybomitra muehlfeldi (Brauer, 1880)",Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra muehlfeldi,SPECIES,1500456
Hybomitra ciureai,Hybomitra solstitialis,1500247,NA,1500247,99,EXACT,ACCEPTED,Hybomitra solstitialis,"Hybomitra solstitialis (Meigen, 1820)",Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra solstitialis,SPECIES,1500247
Hybomitra tropica,Hybomitra tropica,1500185,NA,1500185,97,EXACT,ACCEPTED,Hybomitra tropica,"Hybomitra tropica (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra tropica,SPECIES,1500185
Hybos culiciformis,Hybos culiciformis,1458776,NA,1458776,99,EXACT,ACCEPTED,Hybos culiciformis,"Hybos culiciformis (Fabricius, 1775)",Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Hybos,Hybos culiciformis,SPECIES,1458776
Hybos femoratus,Hybos femoratus,1458763,NA,1458763,99,EXACT,ACCEPTED,Hybos femoratus,"Hybos femoratus (Müller, 1776)",Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Hybos,Hybos femoratus,SPECIES,1458763
Hybos grossipes,Hybos grossipes,1458751,NA,1458751,99,EXACT,ACCEPTED,Hybos grossipes,"Hybos grossipes (Linnaeus, 1767)",Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Hybos,Hybos grossipes,SPECIES,1458751
Hybrizon buccatus,Hybrizon buccatus,1292153,NA,1292153,99,EXACT,ACCEPTED,Hybrizon buccatus,"Hybrizon buccatus (Brebisson, 1825)",Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Hybrizon,Hybrizon buccatus,SPECIES,1292153
Hydaphias hofmanni,Hydaphias hofmanni,2077575,NA,2077575,99,EXACT,ACCEPTED,Hydaphias hofmanni,"Hydaphias hofmanni Börner, 1950",Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Hydaphias,Hydaphias hofmanni,SPECIES,2077575
Hydaticus aruspex,Hydaticus aruspex,1038891,NA,1038891,99,EXACT,ACCEPTED,Hydaticus aruspex,"Hydaticus aruspex Clark, 1864",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydaticus,Hydaticus aruspex,SPECIES,1038891
Hydaticus continentalis,Hydaticus continentalis,5753567,NA,5753567,99,EXACT,ACCEPTED,Hydaticus continentalis,"Hydaticus continentalis J.Balfour-Browne, 1944",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydaticus,Hydaticus continentalis,SPECIES,5753567
Hydaticus seminiger,Hydaticus seminiger,5753570,NA,5753570,99,EXACT,ACCEPTED,Hydaticus seminiger,"Hydaticus seminiger (De Geer, 1774)",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydaticus,Hydaticus seminiger,SPECIES,5753570
Hydaticus transversalis,Hydaticus transversalis,5753568,NA,5753568,99,EXACT,ACCEPTED,Hydaticus transversalis,"Hydaticus transversalis (Pontoppidan, 1763)",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydaticus,Hydaticus transversalis,SPECIES,5753568
Hydatigera taeniaeformis,Hydatigera taeniaeformis,2506022,NA,2506022,99,EXACT,ACCEPTED,Hydatigera taeniaeformis,"Hydatigera taeniaeformis (Batsch, 1786)",Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Hydatigera,Hydatigera taeniaeformis,SPECIES,2506022
Hydatophylax infumatus,Hydatophylax infumatus,1442255,NA,1442255,99,EXACT,ACCEPTED,Hydatophylax infumatus,"Hydatophylax infumatus (McLachlan, 1865)",Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Hydatophylax,Hydatophylax infumatus,SPECIES,1442255
Hydnellum aurantiacum,Hydnellum aurantiacum,2522291,NA,2522291,99,EXACT,ACCEPTED,Hydnellum aurantiacum,Hydnellum aurantiacum (Batsch) P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum aurantiacum,SPECIES,2522291
Hydnellum auratile,Hydnellum auratile,2522284,NA,2522284,99,EXACT,ACCEPTED,Hydnellum auratile,Hydnellum auratile (Britzelm.) Maas Geest.,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum auratile,SPECIES,2522284
Hydnellum caeruleum,Hydnellum caeruleum,2522245,NA,2522245,99,EXACT,ACCEPTED,Hydnellum caeruleum,Hydnellum caeruleum (Hornem.) P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum caeruleum,SPECIES,2522245
Hydnellum concrescens,Hydnellum concrescens,2522259,NA,2522259,99,EXACT,ACCEPTED,Hydnellum concrescens,Hydnellum concrescens (Pers.) Banker,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum concrescens,SPECIES,2522259
Hydnellum cumulatum,Hydnellum cumulatum,2522286,NA,2522286,99,EXACT,ACCEPTED,Hydnellum cumulatum,Hydnellum cumulatum K.A.Harrison,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum cumulatum,SPECIES,2522286
Hydnellum fagiscabrosum,Hydnellum fagiscabrosum,11151799,NA,11151799,99,EXACT,ACCEPTED,Hydnellum fagiscabrosum,Hydnellum fagiscabrosum A.M.Ainsw. & Nitare,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum fagiscabrosum,SPECIES,11151799
Hydnellum fennicum,Hydnellum fennicum,10190117,NA,10190117,99,EXACT,ACCEPTED,Hydnellum fennicum,"Hydnellum fennicum (P.Karst.) E.Larss., K.H.Larss. & Kõljalg",Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum fennicum,SPECIES,10190117
Hydnellum ferrugineum,Hydnellum ferrugineum,2522229,NA,2522229,99,EXACT,ACCEPTED,Hydnellum ferrugineum,Hydnellum ferrugineum (Fr.) P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum ferrugineum,SPECIES,2522229
Hydnellum glaucopus,Hydnellum glaucopus,10248529,NA,10248529,99,EXACT,ACCEPTED,Hydnellum glaucopus,"Hydnellum glaucopus (Maas Geest. & Nannf.) E.Larss., K.H.Larss. & Kõljalg",Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum glaucopus,SPECIES,10248529
Hydnellum gracilipes,Hydnellum gracilipes,2522302,NA,2522302,99,EXACT,ACCEPTED,Hydnellum gracilipes,Hydnellum gracilipes (P.Karst.) P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum gracilipes,SPECIES,2522302
Hydnellum illudens,Hydnellum illudens,10690488,NA,10690488,99,EXACT,ACCEPTED,Hydnellum illudens,Hydnellum illudens (Maas Geest.) Nitare,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum illudens,SPECIES,10690488
Hydnellum lepidum,Hydnellum lepidum,10399754,NA,10399754,99,EXACT,ACCEPTED,Hydnellum lepidum,"Hydnellum lepidum (Maas Geest.) E.Larss., K.H.Larss. & Kõljalg",Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum lepidum,SPECIES,10399754
Hydnellum nemorosum,Hydnellum nemorosum,11122916,NA,11122916,99,EXACT,ACCEPTED,Hydnellum nemorosum,Hydnellum nemorosum A.M.Ainsw. & E.Larss.,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum nemorosum,SPECIES,11122916
Hydnellum peckii,Hydnellum peckii,2522210,NA,2522210,99,EXACT,ACCEPTED,Hydnellum peckii,Hydnellum peckii Banker,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum peckii,SPECIES,2522210
Hydnellum scabrosum,Hydnellum scabrosum,9854176,NA,9854176,99,EXACT,ACCEPTED,Hydnellum scabrosum,"Hydnellum scabrosum (Fr.) E.Larss., K.H.Larss. & Kõljalg",Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum scabrosum,SPECIES,9854176
Hydnellum scrobiculatum,Hydnellum scrobiculatum,2522326,NA,2522326,99,EXACT,ACCEPTED,Hydnellum scrobiculatum,Hydnellum scrobiculatum (Fr.) P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum scrobiculatum,SPECIES,2522326
Hydnellum spongiosipes,Hydnellum spongiosipes,2522335,NA,2522335,99,EXACT,ACCEPTED,Hydnellum spongiosipes,Hydnellum spongiosipes (Peck) Pouzar,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum spongiosipes,SPECIES,2522335
Hydnobius multistriatus,Hydnobius multistriatus,4447378,NA,4447378,99,EXACT,ACCEPTED,Hydnobius multistriatus,"Hydnobius multistriatus Gyllenhal, 1813",Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,Hydnobius,Hydnobius multistriatus,SPECIES,4447378
Hydnobius punctatus,Hydnobius punctatus,4447371,NA,4447371,99,EXACT,ACCEPTED,Hydnobius punctatus,"Hydnobius punctatus (Sturm, 1807)",Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,Hydnobius,Hydnobius punctatus,SPECIES,4447371
Hydnobolites cerebriformis,Hydnobolites cerebriformis,2593394,NA,2593394,99,EXACT,ACCEPTED,Hydnobolites cerebriformis,Hydnobolites cerebriformis Tul. & C.Tul.,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Hydnobolites,Hydnobolites cerebriformis,SPECIES,2593394
Hydnocristella himantia,Hydnocristella himantia,2521476,NA,2521476,99,EXACT,ACCEPTED,Hydnocristella himantia,Hydnocristella himantia (Schwein.) R.H.Petersen,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Lentariaceae,Hydnocristella,Hydnocristella himantia,SPECIES,2521476
Hydnocystis bombycina,Hydnocystis bombycina,9649438,NA,9649438,99,EXACT,ACCEPTED,Hydnocystis bombycina,Hydnocystis bombycina (Vittad.) Healy & M.E.Sm.,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Hydnocystis,Hydnocystis bombycina,SPECIES,9649438
Hydnomerulius pinastri,Hydnomerulius pinastri,9074097,NA,9074097,99,EXACT,ACCEPTED,Hydnomerulius pinastri,Hydnomerulius pinastri (Fr.) Jarosch & Besl,Fungi,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Hydnomerulius,Hydnomerulius pinastri,SPECIES,9074097
Hydnoporia corrugata,Hydnoporia corrugata,10824936,NA,10824936,99,EXACT,ACCEPTED,Hydnoporia corrugata,Hydnoporia corrugata (Fr.) K.H.Larss. & Spirin,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hydnoporia,Hydnoporia corrugata,SPECIES,10824936
Hydnoporia tabacina,Hydnoporia tabacina,10700730,NA,10700730,99,EXACT,ACCEPTED,Hydnoporia tabacina,"Hydnoporia tabacina (Sowerby) Spirin, Miettinen & K.H.Larss.",Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hydnoporia,Hydnoporia tabacina,SPECIES,10700730
Hydnotrya cubispora,Hydnotrya cubispora,2593390,NA,2593390,99,EXACT,ACCEPTED,Hydnotrya cubispora,Hydnotrya cubispora (E.A.Bessey & B.E.Thomps.) Gilkey,Fungi,Ascomycota,Pezizomycetes,Pezizales,Discinaceae,Hydnotrya,Hydnotrya cubispora,SPECIES,2593390
Hydnotrya michaelis,Hydnotrya michaelis,2593382,NA,2593382,99,EXACT,ACCEPTED,Hydnotrya michaelis,Hydnotrya michaelis (E.Fisch.) Trappe,Fungi,Ascomycota,Pezizomycetes,Pezizales,Discinaceae,Hydnotrya,Hydnotrya michaelis,SPECIES,2593382
Hydnotrya tulasnei,Hydnotrya tulasnei,2593397,NA,2593397,99,EXACT,ACCEPTED,Hydnotrya tulasnei,Hydnotrya tulasnei (Berk.) Berk. & Broome,Fungi,Ascomycota,Pezizomycetes,Pezizales,Discinaceae,Hydnotrya,Hydnotrya tulasnei,SPECIES,2593397
Hydnum albidum,Hydnum albidum,3368245,NA,3368245,97,EXACT,ACCEPTED,Hydnum albidum,Hydnum albidum Peck,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Hydnum albidum,SPECIES,3368245
Hydnum ellipsosporum,Hydnum ellipsosporum,2554704,NA,2554704,99,EXACT,ACCEPTED,Hydnum ellipsosporum,Hydnum ellipsosporum Ostrow & Beenken,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Hydnum ellipsosporum,SPECIES,2554704
Hydnum heimii,Hydnum heimii,3368276,NA,3368276,99,EXACT,ACCEPTED,Hydnum heimii,Hydnum heimii Maas Geest.,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Hydnum heimii,SPECIES,3368276
Hydnum magnorufescens,Hydnum magnorufescens,7526016,NA,7526016,99,EXACT,ACCEPTED,Hydnum magnorufescens,"Hydnum magnorufescens Vizzini, Picillo & Contu",Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Hydnum magnorufescens,SPECIES,7526016
Hydnum mulsicolor,Hydnum mulsicolor,9879384,NA,9879384,99,EXACT,ACCEPTED,Hydnum mulsicolor,Hydnum mulsicolor Liimat. & Niskanen,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Hydnum mulsicolor,SPECIES,9879384
Hydnum repandum,Hydnum repandum,2554716,NA,2554716,97,EXACT,ACCEPTED,Hydnum repandum,Hydnum repandum L.,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Hydnum repandum,SPECIES,2554716
Hydnum rufescens,Hydnum rufescens,2544165,NA,2544165,97,EXACT,ACCEPTED,Hydnum rufescens,Hydnum rufescens Pers.,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Hydnum rufescens,SPECIES,2544165
Hydnum slovenicum,Hydnum slovenicum,10733194,NA,10733194,99,EXACT,ACCEPTED,Hydnum slovenicum,Hydnum slovenicum Liimat. & Niskanen,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Hydnum slovenicum,SPECIES,10733194
Hydnum subovoideisporum,Hydnum subovoideisporum,10164796,NA,10164796,99,EXACT,ACCEPTED,Hydnum subovoideisporum,Hydnum subovoideisporum Niskanen & Liimat.,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Hydnum subovoideisporum,SPECIES,10164796
Hydnum umbilicatum,Hydnum umbilicatum,2554706,NA,2554706,99,EXACT,ACCEPTED,Hydnum umbilicatum,Hydnum umbilicatum Peck,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Hydnum umbilicatum,SPECIES,2554706
Hydnum vesterholtii,Hydnum vesterholtii,8356607,NA,8356607,99,EXACT,ACCEPTED,Hydnum vesterholtii,"Hydnum vesterholtii Olariaga, Grebenc, Salcedo & M.P.Martín",Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Hydnum vesterholtii,SPECIES,8356607
Hydra oligactis,Hydra oligactis,5185751,NA,5185751,99,EXACT,ACCEPTED,Hydra oligactis,"Hydra oligactis Pallas, 1766",Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Hydra oligactis,SPECIES,5185751
Hydra viridissima,Hydra viridissima,5185758,NA,5185758,99,EXACT,ACCEPTED,Hydra viridissima,"Hydra viridissima Pallas, 1766",Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Hydra viridissima,SPECIES,5185758
Hydra vulgaris,Hydra vulgaris,5185782,NA,5185782,99,EXACT,ACCEPTED,Hydra vulgaris,"Hydra vulgaris Pallas, 1766",Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Hydra vulgaris,SPECIES,5185782
Hydrachna comosa,Hydrachna comosa,5774118,NA,5774118,99,EXACT,ACCEPTED,Hydrachna comosa,"Hydrachna comosa Koenike, 1896",Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna,Hydrachna comosa,SPECIES,5774118
Hydrachna conjecta,Hydrachna conjecta,5173877,NA,5173877,99,EXACT,ACCEPTED,Hydrachna conjecta,"Hydrachna conjecta Koenike, 1895",Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna,Hydrachna conjecta,SPECIES,5173877
Hydrachna cruenta,Hydrachna cruenta,5173878,NA,5173878,99,EXACT,ACCEPTED,Hydrachna cruenta,"Hydrachna cruenta O.F.Müller, 1776",Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna,Hydrachna cruenta,SPECIES,5173878
Hydrachna geographica,Hydrachna geographica,5173881,NA,5173881,98,EXACT,ACCEPTED,Hydrachna geographica,"Hydrachna geographica O.F.Müller, 1776",Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna,Hydrachna geographica,SPECIES,5173881
Hydrachna globosa,Hydrachna globosa,8362609,NA,8362609,99,EXACT,ACCEPTED,Hydrachna globosa,"Hydrachna globosa (De Geer, 1778)",Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna,Hydrachna globosa,SPECIES,8362609
Hydrachna goldfeldi,Hydrachna goldfeldi,5774095,NA,5774095,99,EXACT,ACCEPTED,Hydrachna goldfeldi,"Hydrachna goldfeldi Thor, 1916",Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna,Hydrachna goldfeldi,SPECIES,5774095
Hydrachna leegei,Hydrachna leegei,5173876,NA,5173876,99,EXACT,ACCEPTED,Hydrachna leegei,"Hydrachna leegei Koenike, 1895",Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna,Hydrachna leegei,SPECIES,5173876
