Taxa,currentCanonicalFull,usageKey,acceptedUsageKey,speciesKey,confidence,matchType,status,canonicalName,scientificName,kingdom,phylum,class,order,family,genus,species,rank,gbif_speciesKey
Scabiosa columbaria,Scabiosa columbaria,2888802,NA,2888802,97,EXACT,ACCEPTED,Scabiosa columbaria,Scabiosa columbaria L.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Scabiosa,Scabiosa columbaria,SPECIES,2888802
Scabiosa ochroleuca,Scabiosa ochroleuca,2888806,NA,2888806,97,EXACT,ACCEPTED,Scabiosa ochroleuca,Scabiosa ochroleuca L.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Scabiosa,Scabiosa ochroleuca,SPECIES,2888806
Scaeva dignota,Scaeva dignota,1537709,NA,1537709,99,EXACT,ACCEPTED,Scaeva dignota,"Scaeva dignota Rondani, 1857",Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Scaeva,Scaeva dignota,SPECIES,1537709
Scaeva pyrastri,Scaeva pyrastri,1537719,NA,1537719,99,EXACT,ACCEPTED,Scaeva pyrastri,"Scaeva pyrastri (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Scaeva,Scaeva pyrastri,SPECIES,1537719
Scaeva selenitica,Scaeva selenitica,1537717,NA,1537717,99,EXACT,ACCEPTED,Scaeva selenitica,"Scaeva selenitica (Meigen, 1822)",Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Scaeva,Scaeva selenitica,SPECIES,1537717
Scagelothamnion pusillum,Scagelothamnion pusillum,2658470,NA,2658470,99,EXACT,ACCEPTED,Scagelothamnion pusillum,Scagelothamnion pusillum (Ruprecht) Athanasiadis,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Scagelothamnion,Scagelothamnion pusillum,SPECIES,2658470
Scalibregma inflatum,Scalibregma inflatum,7815303,NA,7815303,99,EXACT,ACCEPTED,Scalibregma inflatum,"Scalibregma inflatum Rathke, 1843",Animalia,Annelida,Polychaeta,NA,Scalibregmatidae,Scalibregma,Scalibregma inflatum,SPECIES,7815303
Scalpellum scalpellum,Scalpellum scalpellum,2113998,NA,2113998,99,EXACT,ACCEPTED,Scalpellum scalpellum,"Scalpellum scalpellum (Linnaeus, 1767)",Animalia,Arthropoda,Maxillopoda,Pedunculata,Scalpellidae,Scalpellum,Scalpellum scalpellum,SPECIES,2113998
Scambus brevicornis,Scambus brevicornis,1308391,NA,1308391,99,EXACT,ACCEPTED,Scambus brevicornis,"Scambus brevicornis (Gravenhorst, 1829)",Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Scambus,Scambus brevicornis,SPECIES,1308391
Scambus calobatus,Scambus calobatus,1308306,NA,1308306,99,EXACT,ACCEPTED,Scambus calobatus,"Scambus calobatus (Gravenhorst, 1829)",Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Scambus,Scambus calobatus,SPECIES,1308306
Scambus elegans,Scambus elegans,1308420,NA,1308420,99,EXACT,ACCEPTED,Scambus elegans,"Scambus elegans (Woldstedt, 1877)",Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Scambus,Scambus elegans,SPECIES,1308420
Scambus annulutus,Scambus inanis,1308445,NA,1308445,99,EXACT,ACCEPTED,Scambus inanis,"Scambus inanis (Schrank, 1802)",Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Scambus,Scambus inanis,SPECIES,1308445
